Data Id,Data Label,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p
156,by4741,0.120628523642923,0.258207417925821,0.349939000609994,ACOS,24,4,4,4,4,24,0,,0.011139860836057,0.015097442975183,0.868909145212463,1
157,by4741,0.347713052641219,9.99990000099999E-06,2.94282771458E-05,COS,24,2,14,2,14,24,0.5,,2.22645901033902E-11,1.63803770046371E-10,1.73663802806444E-09,1.27766940636169E-08
158,by4741,0.110978852006826,0.356486435135649,0.450528868944439,ACOS,24,6,12,6,12,24,0.75,,0.017744630790674,0.022425729710913,1.38408120167253,1
159,by4741,0.335713210863199,9.99990000099999E-06,2.94282771458E-05,ACOS,24,0,16,0,16,24,0.33,,1.00350434720463E-10,5.30056142369627E-10,7.82733390819614E-09,4.13443791048309E-08
160,by4741,0.362575342425734,9.99990000099999E-06,2.94282771458E-05,ACOS,24,2,18,2,18,24,0.33,,3.21540803410367E-12,3.31187027512678E-11,2.50801826660086E-10,2.58325881459889E-09
161,by4741,0.16999535561071,0.026319736802632,0.047981113109223,ACOS,24,8,0,8,0,24,0.33,,0.000638887877194,0.001164698254,0.049833254421132,0.090846463811974
162,by4741,0.358036837101897,9.99990000099999E-06,2.94282771458E-05,ACOS,24,12,2,12,2,24,0.42,,5.85388551722525E-12,5.48136552976546E-11,4.56603070343569E-10,4.27546511321706E-09
163,by4741,0.081634569152606,0.734522654773452,0.8092854900328,ACOS,24,4,6,4,6,24,0.92,,0.060962828117688,0.067161830710281,4.75510059317963,1
164,by4741,0.235601409570791,0.000289997100029,0.000737523488963,ACOS,24,20,22,20,22,24,0.92,,4.02270790165974E-06,1.02305904659495E-05,0.000313771216329,0.000797986056344
165,by4741,0.160763037977825,0.043639563604364,0.074914584187492,ACOS,24,8,16,8,16,24,0.67,,0.001159542868328,0.00199054859063,0.090444343729602,0.15526279006915
166,by4741,0.280815573804583,9.99990000099999E-06,2.94282771458E-05,ACOS,24,12,4,12,4,24,0.33,,5.16983818379456E-08,1.80506214552827E-07,4.03247378335976E-06,1.40794847351205E-05
167,by4741,0.109829046687893,0.369656303436966,0.464324381146432,ACOS,24,16,16,16,16,24,0,,0.018719432996336,0.023513434129545,1.46011577371424,1
168,by4741,0.178074483509685,0.016359836401636,0.03036149818682,COS,24,2,14,2,14,24,0.5,,0.000370420029522,0.000687446180915,0.028892762302709,0.053620802111333
169,by4741,0.067894319770698,0.885771142288577,0.926237844220542,ACOS,24,14,14,14,14,24,0,,0.099151249123248,0.103681001621264,7.73379743161334,1
170,by4741,0.125045884615389,0.217987820121799,0.299369939633937,ACOS,24,12,4,12,4,24,0.33,,0.008911827976891,0.012238910421598,0.69512258219753,0.954635012884608
171,by4741,0.155186811288761,0.05879941200588,0.095375424198514,ACOS,24,0,2,0,2,24,0.92,,0.001639232167441,0.002658912019628,0.127860109060371,0.207395137530995
172,by4741,0.288727132250384,9.99990000099999E-06,2.94282771458E-05,ACOS,24,16,2,16,2,24,0.58,,2.24317949255101E-08,8.25169599045549E-08,1.74968000418979E-06,6.43632287255528E-06
173,by4741,0.458917100110939,9.99990000099999E-06,2.94282771458E-05,ACOS,24,18,10,18,10,24,0.33,,1.73163958697876E-18,8.9179438729406E-17,1.35067887784343E-16,6.95599622089367E-15
174,by4741,0.504735248252609,9.99990000099999E-06,2.94282771458E-05,COS,24,4,16,4,16,24,0.5,,5.70373908084821E-22,1.17497025065473E-19,4.4489164830616E-20,9.1647679551069E-18
175,by4741,0.138867563276252,0.12489875101249,0.186443063105601,ACOS,24,0,2,0,2,24,0.92,,0.004254917061372,0.006351542859729,0.331883530787013,0.495420343058875
176,by4741,0.07347569358636,0.830691693083069,0.886645019560167,ACOS,24,0,16,0,16,24,0.33,,0.081937897731462,0.087457030739281,6.39115602305406,1
177,by4741,0.116072734514143,0.302106978930211,0.391409041884424,ACOS,24,20,14,20,14,24,0.25,,0.013930224188091,0.018047963413501,1.08655748667107,1
178,by4741,0.095427150550644,0.551784482155179,0.636591175987681,ACOS,24,4,4,4,4,24,0,,0.035297714675109,0.040822017021115,2.7532217446585,1
179,by4741,0.155979758710504,0.056279437205628,0.092012413209201,ACOS,24,20,20,20,20,24,0,,0.001561473396389,0.002552885076635,0.121794924918315,0.199125035977563
180,by4741,0.3381026224853,9.99990000099999E-06,2.94282771458E-05,COS,24,12,0,12,0,24,0.5,,7.4656201962686E-11,4.15653448765225E-10,5.82318375308951E-09,3.24209690036875E-08
181,by4741,0.091628338200435,0.602933970660293,0.686212143403428,ACOS,24,0,4,0,4,24,0.83,,0.041273560944877,0.046974329031185,3.21933775370036,1
182,by4741,0.438539799328073,9.99990000099999E-06,2.94282771458E-05,COS,24,18,6,18,6,24,0.5,,4.82263113858872E-17,1.2418275181866E-15,3.7616522880992E-15,9.68625464185544E-14
183,by4741,0.125621226367483,0.213447865521345,0.295102418103336,ACOS,24,8,8,8,8,24,0,,0.008652505275054,0.011962524071552,0.674895411454235,0.933076877581023
184,by4741,0.241619206495665,0.000189998100019,0.000514994850052,ACOS,24,12,22,12,22,24,0.58,,2.34730531634834E-06,6.3624328311547E-06,0.000183089814675,0.00049626976083
185,by4741,0.175325464224387,0.019249807501925,0.035405895941041,ACOS,24,10,20,10,20,24,0.58,,0.000447009133871,0.000822177514084,0.034866712441939,0.064129846098566
186,by4741,0.285504510722854,9.99990000099999E-06,2.94282771458E-05,COS,24,22,10,22,10,24,0.5,,3.16017789169741E-08,1.14209937840292E-07,2.46493875552398E-06,8.9083751515428E-06
187,by4741,0.264679017351511,9.99990000099999E-06,2.94282771458E-05,ACOS,24,4,18,4,18,24,0.42,,2.65292623793791E-07,8.03680595610601E-07,2.06928246559157E-05,6.26870864576269E-05
188,by4741,0.11373124307,0.326446735532645,0.417689611923757,ACOS,24,6,6,6,6,24,0,,0.015585563687869,0.019941777141,1.21567396765379,1
189,by4741,0.191894660320895,0.006859931400686,0.014152058479415,ACOS,24,6,22,6,22,24,0.33,,0.00013853055694,0.000285887349768,0.01080538344131,0.022299213281869
190,by4741,0.339271074430569,9.99990000099999E-06,2.94282771458E-05,ACOS,24,18,4,18,4,24,0.58,,6.45555335533383E-11,3.79955426056791E-10,5.03533161716039E-09,2.96365232324297E-08
191,by4741,0.224125024507411,0.000669993300067,0.001604867672254,ACOS,24,12,22,12,22,24,0.58,,1.08554727484214E-05,2.60026440252886E-05,0.000846726874377,0.002028206233973
192,by4741,0.266010307681428,9.99990000099999E-06,2.94282771458E-05,ACOS,24,6,20,6,20,24,0.42,,2.32603841026994E-07,7.15170018680012E-07,1.81430996001055E-05,5.57832614570409E-05
193,by4741,0.397071893812342,9.99990000099999E-06,2.94282771458E-05,ACOS,24,12,22,12,22,24,0.58,,2.66900329265414E-14,4.22934367912887E-13,2.08182256827023E-12,3.29888806972052E-11
194,by4741,0.191870159563416,0.006869931300687,0.014152058479415,ACOS,24,12,4,12,4,24,0.33,,0.000138780266877,0.000285887349768,0.010824860816441,0.022299213281869
195,by4741,0.072838114913052,0.837671623283767,0.88948636286833,ACOS,24,0,10,0,10,24,0.58,,0.083781988839605,0.088964379901848,6.53499512948915,1
196,by4741,0.343794067904752,9.99990000099999E-06,2.94282771458E-05,COS,24,12,0,12,0,24,0.5,,3.66090200291418E-11,2.356705664376E-10,2.85550356227306E-09,1.83823041821328E-08
197,by4741,0.300250018280538,9.99990000099999E-06,2.94282771458E-05,ACOS,24,6,20,6,20,24,0.42,,6.39384891050313E-09,2.74402682409093E-08,4.98720215019244E-07,2.14034092279092E-06
198,by4741,0.095373983383332,0.552214477855221,0.636591175987681,ACOS,24,4,14,4,14,24,0.58,,0.035376168113723,0.040822017021115,2.75934111287038,1
199,by4741,0.090299854650465,0.620213797862021,0.702000232744925,ACOS,24,8,8,8,8,24,0,,0.043547611481679,0.049290153655087,3.39671369557097,1
200,by4741,0.350727657317143,9.99990000099999E-06,2.94282771458E-05,ACOS,24,4,14,4,14,24,0.58,,1.51316075057042E-11,1.15448560969447E-10,1.18026538544493E-09,9.00498775561687E-09
201,by4741,0.103725163642004,0.442655573444266,0.536394400761875,ACOS,24,4,4,4,4,24,0,,0.024690068381878,0.029918553450982,1.92582533378649,1
202,by4741,0.182007949674079,0.012879871201288,0.024833146163951,ACOS,24,8,14,8,14,24,0.75,,0.000281824198515,0.000545194057744,0.021982287484195,0.04252513650401
203,by4741,0.43548287840533,9.99990000099999E-06,2.94282771458E-05,COS,24,20,8,20,8,24,0.5,,7.8436746221336E-17,1.79532996906613E-15,6.11806620526421E-15,1.40035737587159E-13
204,by4741,0.100774079002082,0.480255197448026,0.575189364385426,ACOS,24,2,2,2,2,24,0,,0.028106536955686,0.033662480307391,2.1923098825435,1
205,by4741,0.274672749086771,9.99990000099999E-06,2.94282771458E-05,ACOS,24,6,22,6,22,24,0.33,,9.73846564806074E-08,3.23568374758147E-07,7.59600320548738E-06,2.52383332311355E-05
206,by4741,0.146327818405199,0.089609103908961,0.135731436803279,ACOS,24,8,18,8,18,24,0.58,,0.002781435935043,0.004213057372197,0.216952002933336,0.328618475031377
