Data Id,Data Label,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p
311,zwf1egf,0.110631131593043,0.362526374736253,0.459921520187783,ACOS,24,20,10,20,10,24,0.42,,0.018034752608401,0.022879910025583,1.40671070345527,1
312,zwf1egf,0.261671546665974,1.9999800002E-05,0.000114863716228,ACOS,24,22,12,22,12,24,0.42,,3.56248051555741E-07,2.07404687549575E-06,2.77873480213478E-05,0.000161775656289
313,zwf1egf,0.133862134587082,0.155148448515515,0.242278712744008,ACOS,24,4,12,4,12,24,0.67,,0.005601472006757,0.00874902258806,0.436914816527023,0.682423761868657
314,zwf1egf,0.092749581067453,0.588654113458865,0.674334227008134,ACOS,24,20,20,20,20,24,0,,0.039430033272792,0.045169175582039,3.07554259527773,1
315,zwf1egf,0.184161663408465,0.010969890301097,0.026641162159807,ACOS,24,20,4,20,4,24,0.67,,0.000242111071751,0.000587984031395,0.01888466359656,0.045862754448788
316,zwf1egf,0.091943077294502,0.59880401195988,0.684117486782121,ACOS,24,0,20,0,20,24,0.17,,0.040749153905483,0.046554812929651,3.17843400462764,1
317,zwf1egf,0.291474960416139,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,0,10,0,10,24,0.58,,1.66995021244393E-08,1.20293023777741E-07,1.30256116570627E-06,9.38285585466379E-06
318,zwf1egf,0.597323004930731,9.99990000099999E-06,6.53839615449999E-05,COS,24,10,22,10,22,24,0.5,,5.37102157354409E-30,2.28268416875624E-27,4.18939682736439E-28,1.78049365162987E-25
319,zwf1egf,0.222881123607331,0.000669993300067,0.002542385290433,ACOS,24,2,20,2,20,24,0.25,,1.2055794392406E-05,4.57474340783265E-05,0.000940351962608,0.003568299858109
320,zwf1egf,0.076884437207864,0.793482065179348,0.869149169333049,ACOS,24,0,22,0,22,24,0.08,,0.072594104058179,0.079516737692593,5.66234011653796,1
321,zwf1egf,0.082304986218194,0.727562724372756,0.809461146226234,ACOS,24,14,14,14,14,24,0,,0.05944569822409,0.066137229699576,4.63676446147898,1
322,zwf1egf,0.097741947421606,0.522244777552224,0.614831109306635,ACOS,24,18,18,18,18,24,0,,0.032017944230174,0.037694255672643,2.49739964995359,1
323,zwf1egf,0.074820108359409,0.816521834781652,0.885259642301536,ACOS,24,2,22,2,22,24,0.17,,0.078149887232198,0.084728831820622,6.09569120411141,1
324,zwf1egf,0.080479556528419,0.750012499875001,0.832259301427873,ACOS,24,12,10,12,10,24,0.08,,0.063647378078987,0.070626986118981,4.964495490161,1
325,zwf1egf,0.164000406904098,0.035719642803572,0.074052918007405,ACOS,24,22,6,22,6,24,0.67,,0.000943902393011,0.001956870814779,0.073624386654872,0.152635923552784
326,zwf1egf,0.261153110588459,1.9999800002E-05,0.000114863716228,COS,24,16,4,16,4,24,0.5,,3.74700612223835E-07,2.15199675939365E-06,2.92266477534591E-05,0.000167855747233
327,zwf1egf,0.11538259290421,0.309716902830972,0.412632237313991,ACOS,24,2,10,2,10,24,0.67,,0.014401599494632,0.019187083966202,1.12332476058129,1
328,zwf1egf,0.240668977714809,0.000159998400016,0.000739123043552,ACOS,24,20,6,20,6,24,0.58,,2.55783086259798E-06,1.18160664848276E-05,0.000199510807283,0.000921653185817
329,zwf1egf,0.175598213496572,0.018589814101859,0.041582478912053,ACOS,24,2,22,2,22,24,0.17,,0.00043880095686,0.000981528456135,0.034226474635118,0.076559219578554
330,zwf1egf,0.186658712636086,0.009379906200938,0.023449765502345,ACOS,24,18,4,18,4,24,0.58,,0.000202619768369,0.000506549420923,0.01580434193279,0.039510854831975
331,zwf1egf,0.195113029190359,0.005469945300547,0.015294254952187,COS,24,18,6,18,6,24,0.5,,0.0001091529335,0.000305197346958,0.008513928813019,0.023805393062717
332,zwf1egf,0.117395620438143,0.289127108728913,0.395109392957517,ACOS,24,4,4,4,4,24,0,,0.013063773249688,0.017852423251182,1.01897431347567,1
333,zwf1egf,0.38157962722855,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,2,10,2,24,0.33,,2.41780189546472E-13,6.42228628482817E-12,1.88588547846248E-11,5.00938330216597E-10
334,zwf1egf,0.088012782034354,0.6520034799652,0.736972018577687,ACOS,24,16,16,16,16,24,0,,0.047698562909943,0.053914599033845,3.72048790697554,1
335,zwf1egf,0.283181992608011,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,4,10,4,24,0.25,,4.03654251182457E-08,2.68051651175851E-07,3.14850315922317E-06,2.09080287917164E-05
336,zwf1egf,0.202307158703967,0.003179968200318,0.00972292435349,ACOS,24,2,8,2,8,24,0.75,,6.32586620147386E-05,0.000193416772347,0.00493417563715,0.015086508243083
337,zwf1egf,0.112590237902629,0.340116598834012,0.44069986129407,ACOS,24,12,20,12,20,24,0.67,,0.016451600187403,0.021316859998922,1.28322481461746,1
338,zwf1egf,0.159531962618914,0.044949550504495,0.086834358929138,ACOS,24,20,16,20,16,24,0.17,,0.001252761257377,0.002420106974478,0.097715378075398,0.188768344009291
339,zwf1egf,0.290837496563093,9.99990000099999E-06,6.53839615449999E-05,COS,24,6,18,6,18,24,0.5,,1.7886987533643E-08,1.26699495029971E-07,1.39518502762416E-06,9.88256061233777E-06
340,zwf1egf,0.160972574127601,0.041859581404186,0.083682261768932,ACOS,24,0,18,0,18,24,0.25,,0.001144324358917,0.002290402451814,0.089257299995489,0.17865139124146
341,zwf1egf,0.197830227326467,0.004519954800452,0.013157402672549,ACOS,24,0,10,0,10,24,0.58,,8.90129004985579E-05,0.000259112895287,0.006943006238888,0.020210805832378
342,zwf1egf,0.107940700953053,0.39309606903931,0.492819555580255,ACOS,24,12,16,12,16,24,0.83,,0.020419194770833,0.025599285479658,1.59269719212498,1
343,zwf1egf,0.078483956217349,0.774432255677443,0.854892749773801,ACOS,24,18,18,18,18,24,0,,0.068501312243288,0.075618331697136,5.34310235497647,1
344,zwf1egf,0.13646062934773,0.138948610513895,0.223515689371408,ACOS,24,2,0,2,0,24,0.08,,0.004861357508069,0.007839469262003,0.379185885629405,0.611478602436218
345,zwf1egf,0.161125227113972,0.041509584904151,0.083609353479925,ACOS,24,0,18,0,18,24,0.25,,0.001133352687023,0.002282819393292,0.088401509587771,0.178059912676791
346,zwf1egf,0.145803051783433,0.090149098509015,0.155114845612677,ACOS,24,18,20,18,20,24,0.92,,0.002867587442364,0.004934107947387,0.223671820504371,0.384860419896184
347,zwf1egf,0.20732667733999,0.002309976900231,0.007494199867162,ACOS,24,18,2,18,2,24,0.67,,4.27837196723387E-05,0.000138802143975,0.003337130134442,0.010826567230061
348,zwf1egf,0.106815410282287,0.406915930840692,0.502730437811901,ACOS,24,2,6,2,6,24,0.83,,0.021492997812487,0.02655384904159,1.67645382937396,1
349,zwf1egf,0.368772499279093,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,2,20,2,20,24,0.25,,1.40230698509828E-12,2.59121942898594E-11,1.09379944837665E-10,2.02115115460904E-09
350,zwf1egf,0.102311406798502,0.462335376646234,0.555063658402964,ACOS,24,18,12,18,12,24,0.25,,0.026280633355223,0.031551607841723,2.04988940170742,1
351,zwf1egf,0.176331164006327,0.017859821401786,0.040475785718333,ACOS,24,8,14,8,14,24,0.75,,0.000417430564924,0.000946523029059,0.032559584064077,0.073828796266619
352,zwf1egf,0.127977354135675,0.196138038619614,0.289439813935194,ACOS,24,0,8,0,8,24,0.67,,0.007658321451589,0.01130134241988,0.597349073223979,0.881504708750664
353,zwf1egf,0.101169173829737,0.477145228547715,0.568030033985374,ACOS,24,22,22,22,22,24,0,,0.027627476746048,0.032889853269104,2.1549431861917,1
354,zwf1egf,0.101184775522147,0.476835231647684,0.568030033985374,ACOS,24,12,12,12,12,24,0,,0.027608699935955,0.032889853269104,2.1534785950045,1
355,zwf1egf,0.187381540769683,0.008889911100889,0.022489358439749,ACOS,24,14,0,14,0,24,0.58,,0.000192364461872,0.000486636287475,0.01500442802605,0.037957630423044
356,zwf1egf,0.130175541788472,0.180158198418016,0.2715150153463,ACOS,24,18,14,18,14,24,0.17,,0.006822920116048,0.010282769678441,0.532187769051733,0.802056034918391
357,zwf1egf,0.07904048889927,0.766872331276687,0.848751929147375,ACOS,24,20,16,20,16,24,0.17,,0.067119793711533,0.074286230019275,5.23534390949957,1
358,zwf1egf,0.123968552311633,0.228367716322837,0.325692212876529,ACOS,24,4,4,4,4,24,0,,0.00941577246103,0.013428534550126,0.734430251960324,1
359,zwf1egf,0.254967593981662,7.99992000079999E-05,0.000419748888931,ACOS,24,6,22,6,22,24,0.33,,6.79567468821309E-07,3.64257992440669E-06,5.30062625680621E-05,0.000284121234104
360,zwf1egf,0.193202645809875,0.006179938200618,0.016836370097838,ACOS,24,16,6,16,6,24,0.42,,0.000125794648859,0.000342709780546,0.009811982611007,0.026731362882551
361,zwf1egf,0.217793935348892,0.001069989300107,0.003886713269619,ACOS,24,16,2,16,2,24,0.58,,1.84106039367358E-05,6.68761254112198E-05,0.001436027107065,0.005216337782075
362,zwf1egf,0.194796109443061,0.005589944100559,0.015527622501553,ACOS,24,8,8,8,8,24,0,,0.000111762514018,0.000310451427827,0.008717476093379,0.024215211370497
363,zwf1egf,0.141181992934166,0.111938880611194,0.186864798018686,ACOS,24,12,22,12,22,24,0.58,,0.003736525686596,0.00624487822167,0.291449003554497,0.487100501290276
364,zwf1egf,0.140975032913077,0.112948870511295,0.187512773309767,ACOS,24,14,22,14,22,24,0.67,,0.003780459719823,0.006276153831738,0.294875858146198,0.489539998875525
365,zwf1egf,0.150991225249816,0.069999300007,0.124973645661033,COS,24,6,18,6,18,24,0.5,,0.002112526622263,0.003775173552717,0.164777076536531,0.294463537111928
366,zwf1egf,0.134118153029648,0.153418465815342,0.24060091502406,ACOS,24,18,18,18,18,24,0,,0.005524349467453,0.00866364768881,0.430899258461351,0.675764519727211
367,zwf1egf,0.135694857016934,0.143528564714353,0.227610597028358,ACOS,24,20,18,20,18,24,0.08,,0.005069844357009,0.008039865118391,0.395447859846694,0.627109479234496
368,zwf1egf,0.229901001516223,0.000349996500035,0.001430274158797,ACOS,24,2,20,2,20,24,0.25,,6.62408531099977E-06,2.70695793959125E-05,0.000516678654258,0.002111427192881
369,zwf1egf,0.378314187055575,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,20,10,20,24,0.58,,3.80589568260113E-13,8.98614258391933E-12,2.96859863242888E-11,7.00919121545708E-10
370,zwf1egf,0.19988371175581,0.003859961400386,0.011634635426695,ACOS,24,4,20,4,20,24,0.33,,7.61699556032222E-05,0.000229590291712,0.005941256537051,0.017908042753524
371,zwf1egf,0.131978376229175,0.167758322416776,0.257759155260433,ACOS,24,14,14,14,14,24,0,,0.006198943410608,0.009531849061635,0.483517586027406,0.743484226807528
372,zwf1egf,0.205952641923156,0.002519974800252,0.007933254000793,COS,24,2,14,2,14,24,0.5,,4.76586931128445E-05,0.000150036626466,0.003717378062802,0.011702856864376
373,zwf1egf,0.29720762698442,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,18,10,18,24,0.67,,8.94628309030651E-09,7.17390625166088E-08,6.97810081043908E-07,5.59564687629549E-06
374,zwf1egf,0.206952961942506,0.002359976400236,0.007598408864396,COS,24,4,16,4,16,24,0.5,,4.406080380605E-05,0.000141862436497,0.003436742696872,0.011065270046747
375,zwf1egf,0.18509373891699,0.010359896401036,0.025304344657703,ACOS,24,8,18,8,18,24,0.58,,0.000226597872517,0.000553471815056,0.017674634056322,0.04317080157435
376,zwf1egf,0.131723724840245,0.169378306216938,0.258941655187765,ACOS,24,10,6,10,6,24,0.17,,0.00628389775037,0.009606678215494,0.490144024528893,0.749320900808559
377,zwf1egf,0.052281769602257,0.979760202397976,0.999010646685986,ACOS,24,0,0,0,0,24,0,,0.160942968502801,0.165219230950943,12.5535515432185,1
378,zwf1egf,0.187934340104367,0.008559914400856,0.021784213295592,ACOS,24,2,20,2,20,24,0.25,,0.000184851073748,0.000470429379298,0.014418383752323,0.036693491585253
379,zwf1egf,0.219574432501514,0.000939990600094,0.003473878304695,COS,24,8,20,8,20,24,0.5,,1.58910397272133E-05,5.87277555136142E-05,0.001239501098723,0.004580764930062
380,zwf1egf,0.246305593508662,0.000129998700013,0.000620780309051,ACOS,24,14,22,14,22,24,0.67,,1.52974272560914E-06,7.47288113084923E-06,0.000119319932598,0.000582884728206
381,zwf1egf,0.072370308215998,0.843521564784352,0.909890012774999,ACOS,24,18,18,18,18,24,0,,0.085154746786647,0.091854739554124,6.64207024935843,1
382,zwf1egf,0.216792254655954,0.001209987900121,0.004285373812929,COS,24,6,18,6,18,24,0.5,,1.99902603321192E-05,7.07988386762556E-05,0.001559240305905,0.005522309416748
383,zwf1egf,0.170689857415132,0.024929750702493,0.053782457099287,ACOS,24,22,4,22,4,24,0.75,,0.000610168142306,0.001316352591269,0.047593115099849,0.102675502118963
384,zwf1egf,0.106067703623854,0.415555844441556,0.511916619964235,ACOS,24,10,10,10,10,24,0,,0.022232579643853,0.027387960430833,1.73414121222052,1
385,zwf1egf,0.234631788802651,0.000239997600024,0.001062489375106,ACOS,24,22,8,22,8,24,0.58,,4.38233952509848E-06,1.94009822725714E-05,0.000341822482958,0.001513276617261
386,zwf1egf,0.070457076902877,0.862331376686233,0.920831243948867,ACOS,24,2,2,2,2,24,0,,0.090944756280362,0.09711437542501,7.09369098986822,1
387,zwf1egf,0.326931517923364,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,12,20,12,20,24,0.67,,2.92508156804167E-10,3.55188476119346E-09,2.2815636230725E-08,2.77047011373089E-07
388,zwf1egf,0.096599362734135,0.537134628653713,0.628876631343879,ACOS,24,12,12,12,12,24,0,,0.033603950402098,0.03934346810163,2.62110813136362,1
389,zwf1egf,0.136379227320395,0.139288607113929,0.223515689371408,ACOS,24,12,8,12,8,24,0.17,,0.004883150863554,0.007839469262003,0.380885767357221,0.611478602436218
390,zwf1egf,0.116909996948262,0.294047059529405,0.399265176677307,ACOS,24,4,10,4,10,24,0.75,,0.013376273466872,0.018162671640322,1.04334933041604,1
391,zwf1egf,0.176846988173164,0.017169828301717,0.039444200152593,ACOS,24,6,14,6,14,24,0.67,,0.000402974113576,0.000925751341999,0.031431980858935,0.072208604675931
392,zwf1egf,0.107596056702007,0.397246027539725,0.495101353971798,ACOS,24,10,10,10,10,24,0,,0.020743132260293,0.025852877450512,1.61796431630286,1
393,zwf1egf,0.174848199592931,0.019479805201948,0.042674830983649,ACOS,24,8,16,8,16,24,0.67,,0.000461715320537,0.001011489748599,0.036013795001897,0.078896200390754
394,zwf1egf,0.211871214748581,0.00169998300017,0.005826554637679,ACOS,24,10,20,10,20,24,0.58,,2.98045921614925E-05,0.000102152836037,0.002324758188596,0.007967921210915
395,zwf1egf,0.30773913718262,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,8,2,8,2,24,0.25,,2.75852523703471E-09,2.66448460395398E-08,2.15164968488707E-07,2.0782979910841E-06
396,zwf1egf,0.169082530639611,0.027449725502745,0.058564414355857,ACOS,24,4,6,4,6,24,0.92,,0.000678534738022,0.001449131978189,0.052925709565748,0.113032294298707
397,zwf1egf,0.151341964638111,0.068719312806872,0.124279608267747,ACOS,24,0,0,0,0,24,0,,0.002068665656293,0.003741203846487,0.161355921190827,0.291813900025964
398,zwf1egf,0.405186187747841,9.99990000099999E-06,6.53839615449999E-05,COS,24,8,20,8,20,24,0.5,,8.13540590952429E-15,3.14322501049802E-13,6.34561660942895E-13,2.45171550818846E-11
399,zwf1egf,0.196455345437712,0.0049999500005,0.01407270695505,ACOS,24,10,0,10,0,24,0.42,,9.87214206592206E-05,0.00027785830318,0.007700270811419,0.021672947648034
400,zwf1egf,0.259566438977285,2.9999700003E-05,0.000165582759757,COS,24,8,20,8,20,24,0.5,,4.37074245992378E-07,2.41242278632157E-06,3.40917911874055E-05,0.000188168977333
401,zwf1egf,0.273970344075689,1.9999800002E-05,0.000114863716228,ACOS,24,14,8,14,8,24,0.25,,1.04610109342046E-07,6.73625704096506E-07,8.15958852867956E-06,5.25428049195275E-05
402,zwf1egf,0.190016432732565,0.007479925200748,0.019383952501938,ACOS,24,2,16,2,16,24,0.42,,0.000158945246294,0.000411900790702,0.012397729210965,0.032128261674757
403,zwf1egf,0.194361560325865,0.005729942700573,0.015711133211249,ACOS,24,14,8,14,8,24,0.25,,0.000115435988119,0.000316518031938,0.009004007073246,0.024688406491159
404,zwf1egf,0.227359136052141,0.000419995800042,0.00169998300017,ACOS,24,20,4,20,4,24,0.67,,8.24415739995772E-06,3.33692085236384E-05,0.000643044277197,0.002602798264844
405,zwf1egf,0.073813762779099,0.828021719782802,0.895443335642979,ACOS,24,10,4,10,4,24,0.25,,0.080972580912974,0.087565768162885,6.31586131121195,1
406,zwf1egf,0.221492089636877,0.000779992200078,0.002907865658186,ACOS,24,12,8,12,8,24,0.17,,1.35451652091843E-05,5.04973264377485E-05,0.001056522886316,0.003938791462144
407,zwf1egf,0.113290456809298,0.3319966800332,0.432817757711993,ACOS,24,22,20,22,20,24,0.08,,0.015915374073515,0.020748570494614,1.2413991777342,1
408,zwf1egf,0.10459545760448,0.434015659843402,0.52701901552413,ACOS,24,2,22,2,22,24,0.17,,0.023751694026987,0.028841342747056,1.85263213410498,1
409,zwf1egf,0.157027754598206,0.051709482905171,0.097673467709767,COS,24,4,16,4,16,24,0.5,,0.001463863247467,0.002765075022993,0.114181333302396,0.215675851793415
410,zwf1egf,0.216407260682763,0.001229987700123,0.004320204731837,ACOS,24,2,0,2,0,24,0.08,,2.06309532736431E-05,7.24640920768457E-05,0.001609214355344,0.005652199181994
411,zwf1egf,0.069403284793639,0.871791282087179,0.926278237217628,ACOS,24,0,0,0,0,24,0,,0.094256054953339,0.100147058387922,7.3519722863604,1
412,zwf1egf,0.119517210711605,0.268347316526835,0.371490584768419,ACOS,24,2,2,2,2,24,0,,0.011771420487691,0.016295940414556,0.91817079803988,1
413,zwf1egf,0.047222469355572,0.991230087699123,0.999010646685986,ACOS,24,22,22,22,22,24,0,,0.185465580031896,0.188121411726864,14.4663152424879,1
414,zwf1egf,0.175288583659681,0.018959810401896,0.042188059794795,ACOS,24,8,4,8,4,24,0.17,,0.000448129884959,0.000997147649779,0.034954131026837,0.077777516682753
415,zwf1egf,0.075341998033324,0.81130188698113,0.881849877153402,ACOS,24,22,22,22,22,24,0,,0.076715747224943,0.083386681766243,5.98382828354556,1
416,zwf1egf,0.069628509003858,0.869981300186998,0.926278237217628,ACOS,24,22,2,22,2,24,0.83,,0.093540971494045,0.099636373145286,7.2961957765355,1
417,zwf1egf,0.441353882401074,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,8,0,8,0,24,0.33,,3.07296832895831E-17,1.4511239331192E-15,2.39691529658748E-15,1.13187666783298E-13
418,zwf1egf,0.117808030398941,0.285307146928531,0.391640438434325,ACOS,24,22,0,22,0,24,0.92,,0.012803361211338,0.017590691397526,0.998662174484381,1
419,zwf1egf,0.188329807004403,0.008369916300837,0.021429002577444,ACOS,24,4,14,4,14,24,0.58,,0.000179645390693,0.000459935488221,0.014012340474085,0.03587496808124
420,zwf1egf,0.161253075750749,0.041289587104129,0.083562259615499,ACOS,24,6,22,6,22,24,0.33,,0.001124238033902,0.00227524364004,0.087690566644359,0.177469003923107
421,zwf1egf,0.206633336166355,0.00239997600024,0.007669096241368,ACOS,24,6,0,6,0,24,0.25,,4.51815392868876E-05,0.000144377099225,0.003524160064377,0.011261413739551
422,zwf1egf,0.118762191209529,0.275787242127579,0.380550577611107,ACOS,24,12,12,12,12,24,0,,0.012218021038041,0.016859282276518,0.953005640967223,1
423,zwf1egf,0.226543668603275,0.000469995300047,0.001832550481835,ACOS,24,2,20,2,20,24,0.25,,8.83945742500364E-06,3.44657743635463E-05,0.00068947767915,0.002688330400357
424,zwf1egf,0.305740647947042,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,6,14,6,14,24,0.67,,3.45887059790735E-09,3.12770213640558E-08,2.69791906636773E-07,2.43960766639635E-06
425,zwf1egf,0.296577591565012,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,18,8,18,8,24,0.42,,9.58686861994865E-09,7.54522067310773E-08,7.47775752355994E-07,5.88527212502403E-06
