position,trap,cell_label,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435
htb2mCherry_001,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,13,1,-47.8520659962482,-45.29362257741349,26.83367838196847,-461.23031682552073,-584.1836785792614,-471.2110494942846,-440.43476627966857,-419.120046339307,-396.33861447985805,-445.30980237832705,-315.3973170528478,-334.48184041803324,-309.9685664641226,-258.3695485979653,-140.26369040291075,-139.5338584208926,-28.25914439868427,-53.45043394270215,59.97430666097705,158.98071518826072,238.02089632892438,334.6433513718637,93.74587206299589,-212.1912157951325,-103.9404148977269,-154.40279652401307,-44.96727567349714,-109.48574554674724,77.65455431666709,-158.82733024058527,-176.6650225883037,-146.28518828669615,-58.227948466079766,-67.66863400969623,-110.62238850795016,116.00020179282399,115.58177094154044,163.3029327272217,231.96416347042552,217.0895233967689,143.5623953875415,223.4116837507393,367.41726340726916,433.18173957781886,489.36538181591345,540.1770083219528,37.881373393182656,-241.26371879720324,-194.9926580086667,-210.7215510327797,-208.45405934745787,-209.40609050646378,-189.76974216279285,-71.3672660685043,70.78889257377304,199.06897586318547,201.8550292058125,252.83085065448967,195.341339899336,392.05217695281897,413.02171894305644,347.2754150520583,-140.59036158852683,-358.63382722454116,-374.4788086419657,-350.277611822764,-266.02136020653813,-271.2555119392622,-283.6746768966234,-235.97189700107833,-197.3980194169141,-160.09386179877848,-78.3568740220668,-27.97061187308799,7.828630976871466,52.17096733830056,125.47187629517626,131.6514249559646,245.72287058942453,184.37830151474967,289.4781968381943,-82.13090876806422,-97.02169059560305,-131.2403171567846,-246.57745702050258,-212.48631235410028,-251.26564974969693,-239.40809963662616,-90.00953725217232,-43.40801254257384,-24.770297734840767,-25.895863062573113,14.386326811686132,12.823008070082523,105.35762060850101,196.73565155734045,29.39581325334349,27.737354245811233,152.9480919816811,195.5351594076179,158.72995975178327,191.83851181698836,309.4822842437542,292.28654143024596,428.71847631464516,-260.0060414227879,-225.5295992419668,-93.99042307218059,-219.00133362310058,-210.26744872265363,-104.77326128564162,30.180156635606178,40.63145024112184,-6.002880004901211,53.00905752277603,-95.8103877097072,-94.78363613347152,-118.8262595481036,-119.95718822559633,-64.175606180973,-4.267375157974964,154.130032816201,232.06303157833352,231.2198170444992,217.20569144612915,210.42344563138982,193.01318062733216,65.12962631252006,-73.76670837977356,-112.99572112963942,-94.95716384523995,28.520425503767093,-88.96867124602949,-68.25292620714626,7.2501110871696,27.586485730513914,113.835552008268,303.3990113831254,219.73863394862144,152.96825704779997,133.44268924853202,203.54988690948224,370.41855461122526,-104.52191652363766,-382.2255838076682,-399.79751821404597,-347.6175537896596,-342.2634725842339,-348.8558408188426,-284.5356136217508,-232.29910653010586,-187.95157802139974,-163.90891919922728,-125.4920442902162,-77.43887943403402,-31.950068123694564,41.5413784148098,69.03484475628971,96.31233226489505,65.4337039256686,94.78831892638354,78.2927136751503,-58.64796236056871,-74.16816974793565,-180.33855047252214,-165.59963832693185,-121.86786848831267,-89.00087439007473,-14.19346832109025,-8.847355307828849,58.47997161065176,31.088778910919345,76.54069930613763,86.73196133795074,64.93912297314466,125.88321245379414,128.6179381177999,97.1035324849738,105.00739553698185,146.00416959658136,237.53804206053735,213.7368420286087,229.77161810638773,264.61978976946057,388.51694737623546,466.4630488689629,534.2494913028122,-120.92600154338663,-56.304264293175265,-268.1407340758071,-244.51757541034695,-209.76486864418936,-252.01508412064285,-197.47545884190956,-56.5705248510958,95.62286265348698,127.2345278780065,149.77930837753468,171.04872332391642,37.37607963316063,8.53676545602481,33.04090354304696,65.82669085307155,-121.59401190529678,-420.0461601932362,-331.4547313992868,-214.98740447618476,-275.21557640066726,-300.05493335359637,-202.38313928467332,-54.76496404004709,54.88527639442759,-13.180088546341494,88.22915444604577,94.38929659343543,88.36874220357772,111.64778135170411,128.5362050199328,156.68196705109787,249.74117944412686,87.15458699266702,-278.6685896359222,-248.64888898078965,-298.7300094504152,-219.29159054000203,-79.1848151252028,-102.54257843941721,-107.65721129535045,-49.14346950259191,-58.12577271914837,48.375267528992765,46.12119565616996,45.600551506165075,181.35627670690616,90.82360924216789,199.40153927820313,222.65211962809192,253.80939626933448,231.02815714146797,420.0975335741119,242.04232201977916,109.53995989411723,-174.82534535738787,-301.3779939812662,-174.99090909146963,-155.62001485033446,-78.69722390296208,-215.97496951850042,-112.43146681332587,-61.83966426009524,-101.97449363597015,-63.89290720172458,-129.71111124140845,-134.59274876350815,73.69147309978456,112.16623891490397,98.35434592676508,54.95819342806262,202.50947472265076,98.4717573991413,200.4817954175709,74.5734984843588,-290.34166146300277,-255.06332152594732,-166.27861079217786,-162.24356338850396,-65.48381315787448,-0.7584777436069965,6.56571220494799,-13.8061637947329,-18.605413018859842,6.7899329058849744,-6.0123218802162235,130.3178838875024,151.02823786605484,145.33660109286896,174.94515365853107,229.4024325992923,304.50917565477556,399.9491338715196,571.9056627664831,534.7707663699687,28.962184659851914
htb2mCherry_001,19,1,1.1485514655800557,-333.19359264919166,-396.79768535033463,-360.88510924156935,-293.27444888306485,-258.6517200489226,-236.17527103043648,-138.97542885063024,-169.12817200245365,-148.80579446196066,-55.32783274294583,-68.24856574607516,-146.11920398540045,-170.33098971047718,-73.7691897305963,49.93867600949696,0.9370205515835153,71.81591082430022,57.97404500614364,131.4575701631469,21.01730545526418,81.68370742219659,58.90362419863614,331.19445355684184,161.48748664476446,-303.8451241445209,-248.39888963925804,-271.2347472774981,-262.7136001875335,-179.79173244627245,-127.59985149879367,-71.00426163065698,-98.04829407614102,-24.26915652846094,87.34310664342777,61.62347807811676,99.80748556564015,96.80919840655238,114.16387377551126,217.9844478719101,232.56480214971006,404.03932630211034,210.7134637128368,-184.37407875512065,-228.8269597819023,-201.64287336143764,-154.28327689089366,-195.822439449765,-89.07610836282338,-95.06558417852808,-18.509774807016598,-2.826120172836866,-7.8033439667957225,37.27573059258708,90.0904999099717,92.10540936247737,63.34534468877348,144.80622084136013,185.38717165467878,243.5101887304338,221.50327776540703,71.19381753434887,-283.3363558467772,-255.58770079950546,-256.47518760187364,-163.5710338927313,-168.37279458695934,-86.29254061290992,-75.73650868108297,-76.7442818186324,-16.630971031133484,-32.15757013764316,-10.055090892374665,-5.844099379553498,14.935613118242259,106.59613513544188,92.57183724567258,134.31062945474582,192.83294910338267,-148.2960805225266,-77.39211074870306,53.060445696283125,33.06325932931998,43.760437922799056,30.784426250060086,136.69130120847174,127.59651292113415,112.06314175348601,191.50811953563544,188.90452209863105,105.28195091211789,63.52231953910945,183.319643100974,272.0692784159299,167.9672058343394,145.11343063902672,160.21717491550152,66.72109714720361,-271.8583941521565,-249.14209487126527,-269.08963501864366,-291.43141811124457,-232.6078374048301,-233.24400648760076,-206.90924480527005,-185.57536177653873,-173.34526222663212,-159.3060815542998,-126.77070745533945,-97.56115305280153,-120.4207675723097,-23.255560153243096,-2.675751051409833,48.55688576910683,131.3821371643673,174.76436323455243,101.8835258346385,-39.63379141112089,54.924267985890054,86.3005104890971,118.13012264483483,116.3029840068397,123.98985905014584,26.283693908090587,-23.686107242867806,4.072457397956441,-112.30042558515406,-86.60273511924639,-121.53513597269188,-75.78028569043977,-51.67264675924572,18.563858888204365,65.60193199542557,74.40441033097126,170.31738612419431,331.2377703405045,-59.84220061631869,-186.4481243268867,-2.3548743381763586,57.719871061241406,-142.85340813360807,19.417193492619862,16.710964473014727,71.30756273934186,-13.662514959277352,105.49504824086742,122.94157769520362,103.78432552358093,174.60190699500424,190.16094643554607,283.92644115209316,289.60542495066,481.03870241094876,-228.09268679690044,-337.23762026587445,-259.42382418219745,-295.9641639942067,-255.25551952201988,-136.4299251265625,-173.10637776171689,-156.2381222321886,-100.67897757608709,-97.76868477017939,-74.65691496356459,-52.122269978808674,-9.792111617696676,146.340808512449,110.67223713599549,151.68612661963925,206.35730130767882,264.0992955364468,130.25510060077403,-278.9526510699636,-302.9425751081053,-197.1017471889603,17.424608811410835,-73.56411427770364,29.131410312492548,57.08826603906635,55.60134641401798,-81.20271506134247,78.18967989599342,158.54967079768235,143.7705009618454,39.83263785062806,140.75064557070078,86.12910856115127,144.17517515511022,110.91592922618199,159.92938527741558,272.35689825633824,-301.4326005014482,-285.60505028428554,-256.9219211070786,-235.2692408918817,-242.1523898216705,-197.23808694900757,-149.47557031007054,-122.03318417101056,-42.288641913456715,-51.48315434493347,14.613834887708819,25.445065759306345,23.728219590404677,14.415459100720739,66.39820622618484,180.78312370166347,195.65855958775708,177.0069083492274,232.42238285669978,216.87535149424195,269.8130001503464,242.9436584060872,-40.47044234028607,-155.68087601415598,-205.2906000642432,-170.09484160494463,-133.31530745788126,-127.00910339252411,-79.31214012210857,-64.81553106554836,-72.02461066642871,-83.85883298388676,-17.288341983234186,-5.415174177217306,125.103964229143,96.79743021780104,217.38830532377324,159.77385415625986,125.64828319132856,118.34772915874578,197.55342519624696,278.9631398706239,438.1682142082809,-208.73060317284504,-204.37809291230818,-204.54697122156287,-187.82736313979976,-194.7395991880539,-159.43181552141814,-96.31335590021536,-94.65376811622302,-153.4784080809075,-63.380379235578076,-55.919838213105095,-22.127044029735657,24.708377757810368,-26.188377506188168,52.90338315164705,119.8591434474965,186.59729254659598,208.61335046228538,-324.60762590193417,-334.44913318081944,-233.65591104742705,-297.0734849102677,-402.5730614604842,-352.9780862651809,-378.29599098789504,-254.77666465014596,-204.1851349531866,-211.7003677822205,-246.57866049950346,-165.1952414925522,-59.032588220155134,10.134986390593014,188.15997854556508,92.96230619008148,223.96518734494617,151.83912354156465,204.21452742315253,307.2522188847113,285.12295828220533,325.49510967180686,55.48998544714166,56.282839060881216,91.04898419048807,93.28344600650858,126.34839480928281,-60.85506060779127,11.335267740660214,33.25805336402533,42.349822125162376
htb2mCherry_001,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_001,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
