position,trap,cell_label,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
zwf1egf_001,0,3,-0.6867332289689347,0.22996805347903584,1.6743948421255388,1.3368701850718292,0.06904092063319177,0.14676424609161814,-1.0075887062601394,1.6394959291160862,-0.029020268152736454,1.32816952782759,0.058311657565581064,1.7312026599078416,-0.5838256443821364,-1.7399255273594865,-0.46796959156248713,0.6946822032133313,-0.9632594388680988,-1.391081635386888,1.119822981027988,-0.27707154929965927,-0.7056166294244193,-1.236717104430419
zwf1egf_001,1,2,-2.2762025227644385,-1.7718889874789028,0.47616426278296964,-1.294473989964274,-0.1996477217129127,0.02668100174074148,0.18135654600755652,0.07322502635719083,-0.1255599718434934,0.5272377662132459,-0.18135653440829796,-1.3336158366103692,-0.269730218652737,0.28314511798824443,-0.11151785480960788,-0.06245291665975139,0.170726952784458,0.08324810199314815,0.03072264035496021,-0.16948253538699165,-0.433212779215298,0.05965478140943411
zwf1egf_001,6,3,-1.1139512205280968,-2.174560337428334,-1.7648485517644812,-1.7330313524702912,-1.7988328071017876,-0.022873055871832266,-0.11587976705936882,-1.4930458764017045,-0.16493736848098356,-1.0746257570154423,-1.216470312934657,-1.3336158366103692,-0.12576981519342897,0.1116984531282673,1.0626761015528188,-1.7186431646093647,-1.5302526346943772,1.905250878226159,1.664373151364502,0.26087352026367966,1.3374122471439898,1.6644220810996944
zwf1egf_001,15,2,-0.2800266248595156,0.5762477793851268,0.3683566182685241,0.45975546005979473,0.758822118901657,0.16562502029438964,-2.493770271594761,0.07322502635719083,-0.6107338673149904,0.4271212960114529,1.0239228650767087,-0.020122195245421623,-0.269730218652737,-1.9799508581634542,0.07719188817721066,0.8218471224794066,3.00569293191585,-1.4353957447046224,-0.29600746184694793,-1.1377836606010017,-0.3651118166630177,-0.8389236903335181
zwf1egf_001,15,4,1.8718391482180565,0.9540782778970722,-1.7852190254497944,-1.5137526712172826,-2.2445540334469376,-1.0179477502734287,-0.7103523931932195,-0.5141265621773949,-0.16215016979363545,-1.5752081080244074,-1.8598545810904463,-1.771447050398685,-0.377700521247218,-1.3627428646675366,-0.7824858298738514,-2.1125828315569097,-0.9632594388680988,1.8253706299823664,0.1396326744222631,1.2291746454776897,1.7460180224576713,1.254682848534816
zwf1egf_001,16,4,0.9405040121946373,0.20083739900565556,-1.7315618722715491,-1.294473989964274,-1.923556460951313,0.4744561979332206,0.18135654600755652,-0.318342699332533,-0.36814691957924184,-1.3749751676208213,-1.5819629129195685,-1.3336158366103692,-0.269730218652737,-0.4712202073956552,0.7691276124622116,-2.0207598444985515,0.170726952784458,1.6836282982896282,1.664373151364502,1.0139966176523538,1.6779170599053914,1.9571312288739597
zwf1egf_001,21,1,-1.2385801530940987,-0.4515240204698461,0.7275285684863879,0.6790341413128034,1.1009745254560177,0.02696626480926321,-0.41311608012629414,-0.318342699332533,-0.36814691957924195,0.32700482580965984,1.0349457023640651,0.4177090185428942,-0.269730218652737,-1.9628061916774566,-1.7470022940287016,0.9092187650339808,1.304713344437015,-1.274434296297498,0.03072264035496021,-0.9226056327756661,-0.5013137417675784,-1.1868794627318424
zwf1egf_001,22,2,-0.020077963699503158,-0.9298392444710583,0.7697693377717011,0.8983128225658119,0.3530448300818694,-0.040928452735075636,-0.7103523931932195,0.46479275204691467,1.4340345100502228,0.5272377662132459,-0.20888242777492022,0.85554023233121,-0.4616774232651477,-1.2170131995365558,0.6642888663584241,0.5003901148643813,-0.3962662430418204,-0.20772561551684848,0.46636277662417125,-0.7074276049503306,-0.5013137417675784,-0.6477167462563048
zwf1egf_001,25,2,-0.27825460460118495,0.47132169140631563,0.5422080282542323,0.45975546005979473,0.5299890275870212,0.12649164069125374,-0.11587976705936882,0.8563604777366385,-0.8037926465546903,-0.0734610549975122,0.4861445953287975,0.4177090185428942,-0.377700521247218,0.30028978447424204,0.43364362493009023,0.6018020322344684,-0.3962662430418204,-0.8160339051281061,-0.7316475981161592,1.0139966176523538,-0.433212779215298,-0.6916624952796083
zwf1egf_001,32,1,0.004265624204424656,-1.0116621476919407,1.6603427327064626,1.3368701850718292,-0.1130019677820954,0.28875048851981283,-0.41311608012629414,1.8352797919609483,3.1173558225406444,0.927703647020418,-0.1358732764365272,3.044696301272789,-0.6683897974631284,-1.9113721922194635,-1.348615058834307,0.35374513205047015,-0.3962662430418204,-0.32331160560203914,1.664373151364502,1.0139966176523538,-0.7056166294244193,-0.6902056099900736
zwf1egf_001,33,2,0.6059298833289837,-0.4557188598122282,1.7529164474017829,-1.7330313524702912,-0.6200053580364548,0.5516440034231961,1.3703017982752526,0.46479275204691467,3.3401483491937882,-1.4750916378226144,-0.9136600539827199,-1.3336158366103692,-0.8152643791301148,-1.9628061916774566,0.18203063428099886,-0.30979140781417336,-1.5302526346943772,1.673162177095066,1.664373151364502,1.0139966176523538,-0.7056166294244193,-0.10582764996735106
zwf1egf_001,33,9,-0.28522311923869154,-1.2161441096459298,-0.45677564757814204,-1.7330313524702912,-0.9676754519486774,0.6248241123094203,0.47859285907447646,-0.318342699332533,1.8301101129891455,-1.4750916378226144,-0.7095569456145205,-1.3336158366103692,-0.4616774232651477,-1.9799508581634542,-0.15345335325112286,-0.7664811626639031,-0.9632594388680988,1.794295065391818,1.664373151364502,-0.27707154929965927,-0.29701085411073747,0.6148865877107896
zwf1egf_001,34,1,-0.7068874214755262,0.16535724796634443,1.3261581881063136,1.994706228830855,-0.015936319434838947,0.16146769435825112,-0.7103523931932195,1.6394959291160862,-0.07292769521443532,1.32816952782759,-1.1900635934813943,2.1690338736961574,-0.6296312273010071,-0.8484028700876048,0.9997728538905455,-0.2720941255791714,0.7377201486107364,-0.13858045564826396,1.664373151364502,0.47605154808901495,-0.7056166294244193,-0.07613013163149364
zwf1egf_001,40,4,-1.2677705086470021,-0.6138678708960631,1.073119496926906,0.8983128225658119,0.76657782170849,-0.21161526008698645,1.9647744244090979,0.6605766148917767,2.504676374244498,0.32700482580965984,0.20154467338223453,1.7312026599078416,-0.5288589448794914,-0.025458878759714587,0.7691276124622116,0.16920868773887562,-0.3962662430418204,0.043004427740237446,0.5752728106914741,-0.7074276049503306,-0.5013137417675784,-0.577015815425247
zwf1egf_001,40,7,1.779169706517799,1.0812313791945112,-0.3664884547079989,0.021198097553777554,-0.5742570786718767,0.1391226565243156,0.18135654600755652,-0.5141265621773949,0.040034048144092726,-0.0734610549975122,-0.38512157535517494,-0.45795340903373744,0.0757747496496024,0.4888811158202171,0.32880487882630205,0.1820596902922551,0.7377201486107364,-0.036389265657104354,-0.29600746184694793,-1.2453726745136695,-0.22890989155845712,0.2902576995561216
zwf1egf_001,46,4,-1.2749612689098737,1.0463091933105402,-1.8984326540137175,-1.7330313524702912,-1.5687308759538598,0.5772508685513886,1.6675381113421726,-1.4930458764017045,-0.1255599718434934,-1.4750916378226144,-1.5982549529290928,-1.3336158366103692,-0.269730218652737,0.31743445096023964,0.8110631109037273,-2.4565524849877436,-0.9632594388680988,1.9182574243580115,-0.9494676662507647,0.15328450635101176,3.2442391986078376,1.9656651827282559
zwf1egf_001,49,2,0.03285885531928819,-2.4402660748538065,0.4024621112592768,0.6790341413128034,-0.5975905978638847,0.4148006940677076,-0.41311608012629414,-0.12255883648767109,0.35961392362800354,-0.0734610549975122,-0.6947424800260317,-0.020122195245421623,-0.269730218652737,-0.1969055436196917,0.45461137415084774,0.20583564895859757,-0.3962662430418204,0.2346112452345831,0.1396326744222631,-1.0301946466883338,-0.3651118166630177,-0.21558531903116687
zwf1egf_001,50,1,-0.954931158091358,-0.027820185391604853,-0.9414458209453607,-0.19808058369923104,-1.4754761648504837,2.1425109194358316,0.7758291721414018,-0.5141265621773949,-0.36814691957924195,0.5272377662132459,-1.5675559988769558,-0.020122195245421623,-0.269730218652737,1.277535774176112,2.2892894309671385,-0.8870990001086094,-0.3962662430418204,1.3274919568438257,-1.276197768452673,-1.3529616884263371,0.043493958650663994,0.9760373157455337
zwf1egf_001,51,1,-1.3175392438632292,-0.43581546931123094,0.7859922133844995,0.8983128225658119,0.19000302635601168,0.8331379758238547,-0.11587976705936882,2.226847517650672,0.8337324243459185,1.928868349038348,-1.0657233988231185,1.2933714461195258,-0.5288589448794914,0.12884311961426492,1.2304180953188795,0.07685216183872098,-0.3962662430418204,0.7426037486377868,1.2287330150952909,0.26087352026367966,-0.6375156668721389,-0.4510375047543357
zwf1egf_001,52,1,-0.09307347402859902,-0.9857088857968018,0.3987364553090472,0.45975546005979473,0.20453143458943024,0.0033556982180899374,-1.3048250193270647,-0.318342699332533,1.3299617145709977,-0.0734610549975122,0.06353913795175019,-0.020122195245421623,-0.269730218652737,-0.4883648738816531,0.01428864051493781,0.6645916770036923,-0.9632594388680988,-0.8963518656110853,0.03072264035496021,-0.5998385910376627,-0.3651118166630177,-0.6792405516405764
zwf1egf_001,53,6,1.0925939968316887,1.160178315949141,0.08021671725720768,0.8983128225658119,0.22451132616326358,-0.3035867301453907,1.0730654852083272,0.46479275204691467,1.0873747668352491,0.32700482580965984,0.2721661423356146,0.4177090185428942,-0.269730218652737,0.4888811158202171,1.0626761015528188,0.16915640944395563,-0.9632594388680988,0.15597555430894955,-0.4049174959142508,-1.3529616884263371,-0.433212779215298,0.014576027611786141
zwf1egf_001,53,8,0.932046886959793,0.200130609538175,0.09210495314550131,0.021198097553777554,-0.7523393097759828,0.45047997112745886,0.47859285907447646,-0.318342699332533,2.7854834009854885,0.32700482580965984,-0.5409975563967466,0.4177090185428942,-0.269730218652737,0.06026445367027413,0.8529986093452423,-0.13208683418890366,-1.5302526346943772,0.28945325528243515,1.555463117297199,0.36846253417634756,-0.29701085411073747,0.23769569968078919
zwf1egf_001,57,2,1.1301823865685487,0.37341538435585453,-0.017202112314981033,0.45975546005979473,-0.47598762276307854,0.04266035544216425,-0.7103523931932195,-0.318342699332533,-0.6107338673149904,-0.27369399540109823,0.16768369079481554,0.4177090185428942,-0.269730218652737,-1.9542338584344578,-0.09055010558885002,0.13193949671302188,1.304713344437015,-0.2512544232864164,-0.07818739371234243,-0.27707154929965927,-0.3651118166630177,-0.038222443811471205
